"","word","freq","length_word"
"210","三裂葉野葛",4,5
"211","三間雀",2,3
"212","三節仔(台語)",1,5
"213","三腳釘",19,3
"214","三腳虌草",1,4
"215","三葉光鰓魚",2,5
"216","三葉佳盾蜾蠃",1,6
"217","三葉草斑潛蠅",1,6
"218","三葉葉鯛",2,4
"219","三葉蔓荊",1,4
"220","三葉龍",8,3
"221","三葉鸚鯛",8,4
"222","三葯細筆蘭",4,5
"223","三葯細筆蘭",4,5
"224","三道眉草鵐",2,5
"225","三綫灰蝶",2,4
"226","三璇蟲",1,3
"227","三瘤糞金龜",3,5
"228","三線天蛾",1,4
"229","三線灰天蛾",1,5
"230","三線眶棘鱸",1,5
"231","三線蛺蝶",1,4
"232","三線蝶",2,3
"233","三線龍",4,3
"234","三線雞魚",2,4
"235","三線鸚鯛",4,4
"236","三輪大鍬形蟲",1,6
"237","三輪虎天牛",1,5
"238","三齒仔",41,3
"239","三齒河魨",1,4
"240","三齒駝蝶螺",3,5
"241","三蕊溝繁縷",1,5
"242","三點仔",4,3
"243","三點白",4,3
"244","三點列黃邊龍蝨",1,7
"245","三點金草",23,4
"246","三點金屬",5,4
"247","三點阿波魚(三斑刺蝶魚",2,10
"248","三點神仙",2,4
"249","三點臺菊虎",2,5
"250","三點儒艮鯛",2,5
"251","三點龍蝨",1,4
"252","三瓣背寡毛實蠅",1,7
"253","三寶鳥",1,3
"254","三鰭鳚",43,3
"255","三鬚平面黃魴鮄",2,7
"256","三鬚紅魴鮄",2,5
"257","三鑽光魚(尾燈魚)",2,7
"258","上戶蜘蛛",1,4
"259","上野家蠊",1,4
"260","下口軟首鱈",2,5
"261","下盔鯊(黑鰭翅鯊)",2,7
"262","下黃白蝶",1,4
"263","下樺鳳蝶",2,4
"264","丫灰蝶",2,3
"265","丫紋俳蛺蝶",3,5
"266","丫髻鮫",4,3
"267","久松金灰蝶",2,5
"268","久保田台灣絨毛金龜",1,9
"269","久保田臺灣絨毛金龜",1,9
"270","么紋稻弄蝶",6,5
"271","兀鷹角藻雙彎角變型",5,9
"272","兀鷹角藻蘇門答臘變種",5,10
"273","兀鷹鎧甲蝦",1,5
"274","凡氏光鰓魚",2,5
"275","凡納濱對蝦",1,5
"276","凡艷葉夜蛾",2,5
"277","勺嘴鷸",3,3
"278","千人捏不死",1,5
"279","千孔表孔珊瑚",1,6
"280","千年木",71,3
"281","千年笛鯛",4,4
"282","千里光",3,3
"283","千里香",11,3
"284","千金榆黃灰蝶",1,6
"285","千根癀",1,3
"286","千層塔",2,3
"287","千寶菜",1,3
"288","叉爪鋸角螢",1,5
"289","叉舌鰕虎",7,4
"290","叉尾雨燕(留鳥亞種)",1,8
"291","叉尾雨燕(過境亞種)",2,8
"292","叉尾雨燕留鳥亞種",1,8
"293","叉尾雨燕過境亞種",2,8
"294","叉尾鬥魚",3,4
"295","叉尾帶魚",2,4
"296","叉尾鯛",2,3
"297","叉尾鶴鱵",2,4
"298","叉角軸孔珊瑚",1,6
"299","叉珊藻",2,3
"300","叉紋小灰蝶",2,5
"301","叉紋蝴蝶魚",4,5
"302","叉帶長喙天蛾",1,6
"303","叉斑狗母魚",1,5
"304","叉斑蝶",4,3
"305","叉斑銼鱗魨",4,5
"306","叉棘鱚",1,3
"307","叉葉鐵角蕨",8,5
"308","叉齒隙蛛",4,4
"309","叉頭燕魟",2,4
"310","土八哥",1,3
"311","土牛入石",1,4
"312","土牛膝",2,3
"313","土用藤",5,3
"314","土地公燕",2,4
"315","土托舅",2,3
"316","土肉",2,2
"317","土佐副赤尾冬",2,6
"318","土佐萊柏蝦",1,5
"319","土佐瞻星魚",2,5
"320","土豆",4,2
"321","土烏",2,2
"322","土烏藥",1,3
"323","土茵陳",1,3
"324","土荊芥",2,3
"325","土婆",2,2
"326","土殺",5,2
"327","土萆蘚",1,3
"328","土黃",1,2
"329","土黃魚",2,3
"330","土溝龍",3,3
"331","土蜂仔",1,3
"332","土鼓藤",2,3
"333","土種吳郭魚",4,5
"334","土管",5,2
"335","土魟",3,2
"336","土魠",3,2
"337","土龍",16,2
"338","土龜",1,2
"339","土鯽",8,2
"340","土鯪",3,2
"341","土鰍",5,2
"342","土鰻",1,2
"343","土鱠",3,2
"344","士賢皿柱蘭",1,5
"345","夕化妝",1,3
"346","大丁癀",8,3
"347","大二色深山天牛",1,7
"348","大二尾蛺蝶",5,5
"349","大口巨頜鰕虎魚",3,7
"350","大口光尾鯊",1,5
"351","大口倍良",2,4
"352","大口康吉鰻",2,5
"353","大口犁突鰕虎魚",1,7
"354","大口蛇鰻",2,4
"355","大口短體蛇鰻",2,6
"356","大口寡鱗鰕虎魚",2,7
"357","大口管鼻鱔",2,5
"358","大口線塘鱧",1,5
"359","大口濱鯛",1,4
"360","大口鯊",1,3
"361","大口鰺",1,3
"362","大口鸚鯛",2,4
"363","大土蜂(台語)",1,5
"364","大小管仔",1,4
"365","大井氏水莞",12,5
"366","大井氏海洲常山",1,7
"367","大冇榕",6,3
"368","大午",4,2
"369","大天鵝",2,3
"370","大孔精美鰕虎魚",1,7
"371","大巴",1,2
"372","大水莞",14,3
"373","大水窟小蝶蘭",3,6
"374","大水窟紅蘭",3,5
"375","大片仔",2,3
"376","大牙斑鮃",2,4
"377","大台灣苔",1,4
"378","大巨腿螳螂",2,5
"379","大本羊角豆",2,5
"380","大正蝦",1,3
"381","大玉帶黑蔭蝶",1,6
"382","大田鷸",1,3
"383","大甲草",13,3
"384","大甲鱒",2,3
"385","大白天牛",1,4
"386","大白花鬼針",1,5
"387","大白茅",2,3
"388","大白紋弄蝶",1,5
"389","大白帶黑蔭蝶",1,6
"390","大白帶銹天牛",1,6
"391","大白帶黛蝶",1,5
"392","大白條天牛",1,5
"393","大白條黑蔭蝶",1,6
"394","大白斑蝶台灣亞種",2,8
"395","大白斑蝶綠島亞種",1,8
"396","大白斑蝶臺灣亞種",2,8
"397","大白裙弄蝶",1,5
"398","大白鳳頭鸚鵡",1,6
"399","大白鯊",6,3
"400","大目孔",2,3
"401","大目巴攏，大目孔",5,7
"402","大目仔",36,3
"403","大目瓜仔",5,4
"404","大目狗母",1,4
"405","大目側仔",144,4
"406","大目擬扭葉苔",4,6
"407","大吉嶺褐挵蝶",2,6
"408","大吉嶺橙蛺蝶",3,6
"409","大同灰葉懸鉤子",3,7
"410","大同灰葉懸鉤子",3,7
"411","大灰氣苔變種",2,6
"412","大羽芒萁",3,4
"413","大羽短腸蕨",4,5
"414","大羽葉新月蕨",5,6
"415","大羽算盤蕨",5,5
"416","大耳",2,2
"417","大西洋海神海蛞蝓",1,8
"418","大西洋藍槍魚",3,6
"419","大吻鰕虎魚",1,5
"420","大妨竹",2,3
"421","大尾老板鯆",2,5
"422","大尾深水鼬鳚",2,6
"423","大沙",51,2
"424","大沙錐",1,3
"425","大肚仔",2,3
"426","大肚魚",2,3
"427","大良薑",12,3
"428","大芋蘭",18,3
"429","大谷挵蝶",2,4
"430","大豆根潛蠅",1,5
"431","大豆莖潛蠅",2,5
"432","大赤旋螺",2,4
"433","大足微鰕虎",1,5
"434","大足微鰕虎魚",1,6
"435","大身無線鰨",1,5
"436","大刺棘鱗魚",2,5
"437","大卷尾(台灣亞種)",1,7
"438","大卷尾(福建亞種)",1,7
"439","大卷尾台灣亞種",1,7
"440","大卷尾福建亞種",1,7
"441","大和小灰蝶",1,5
"442","大和白蟻",1,4
"443","大和米蝦",2,4
"444","大和藻蝦",2,4
"445","大孢疫黴",3,4
"446","大帛斑蝶",3,4
"447","大明鱗毛蕨",1,5
"448","大果榕",2,3
"449","大果漆屬",1,4
"450","大武石櫟",4,4
"451","大武柯",4,3
"452","大武猴栗",4,4
"453","大沼氏光鰓魚",1,6
"454","大波紋蛇目蝶",4,6
"455","大波瞿眼蝶",1,5
"456","大狗尾草",4,4
"457","大盲蛇",1,3
"458","大芫菁",1,3
"459","大花仙丹",1,4
"460","大花串",3,3
"461","大花鬼針草",1,5
"462","大花婆婆針",1,5
"463","大花椌木",3,4
"464","大花臉",6,3
"465","大花臉(幼魚)",3,5
"466","大花鷚",1,3
"467","大花鷚(烏蘇里亞種)",1,8
"468","大花鷚東北亞種",1,7
"469","大花鷚烏蘇里亞種",1,8
"470","大虎頭蜂",1,4
"471","大青鯊",8,3
"472","大型小黃紋弄蝶",1,7
"473","大型菲潛蠅",3,5
"474","大指泥蝦",1,4
"475","大星天蛾",3,4
"476","大洋長鰭角鮟鱇",2,7
"477","大洋莖角鮟鱇",2,6
"478","大洋新鰻",1,4
"479","大看麥娘",28,4
"480","大禹嶺台灣絨毛金龜",1,9
"481","大禹嶺臺灣絨毛金龜",1,9
"482","大禹嶺霜尺蛾",1,6
"483","大突肩瓢蟲",1,5
"484","大紅岩瓷蟹",2,5
"485","大紅紋鳳蝶",2,5
"486","大美體鰻(大奇鰻)",3,7
"487","大胡麻斑蝶",2,5
"488","大胡麻斑蝶綠島亞種",1,9
"489","大苞鴨跖草",4,5
"490","大苦薯",6,3
"491","大軍艦鳥",2,4
"492","大面側仔",166,4
"493","大姬蕨",8,3
"494","大島鎖管",1,4
"495","大栱仙",1,3
"496","大栱蟹",2,3
"497","大海馬",1,3
"498","大海鹿",1,3
"499","大烏",15,2
"500","大狼毒",6,3
"501","大琉灰蝶",2,4
"502","大琉璃紋鳳蝶",1,6
"503","大紋白蝶",1,4
"504","大翅沙",8,3
"505","大貢仔",2,3
"506","大馬蹄草",1,4
"507","大偽瓢蟲",1,4
"508","大密穗莎草",22,5
"509","大巢豆",13,3
"510","大巢菜",13,3
"511","大接骨丹",1,4
"512","大斜帶竹眼蝶",1,6
"513","大晦螢",1,3
"514","大條",2,2
"515","大梳齒",2,3
"516","大球稈毛蕨",3,5
"517","大理石灰色蟑螂",2,7
"518","大理羅漢松",5,5
"519","大眼大辮魚",1,5
"520","大眼六鰓鮫",1,5
"521","大眼天牛",2,4
"522","大眼金槍魚",3,5
"523","大眼長尾鯊",3,5
"524","大眼突吻鱈",2,5
"525","大眼紅娘魚",1,5
"526","大眼海鰱",7,4
"527","大眼梭子魚",1,5
"528","大眼軟腕魚",1,5
"529","大眼黑鯛",4,4
"530","大眼魣",1,3
"531","大眼儒艮鯛",4,5
"532","大眼磨塘鱧",3,5
"533","大眼鮋",1,3
"534","大眼擬海蠕鰻",1,6
"535","大眼鮪",3,3
"536","大眼鯒",3,3
"537","大蛇螺",1,3
"538","大赦婆樹",3,4
"539","大透目王蛾",2,5
"540","大通草",2,3
"541","大陸窗螢",1,4
"542","大麥條斑嵌紋病毒",1,8
"543","大戟東潛蠅",1,5
"544","大斑石鱸",2,4
"545","大斑里白灰蝶",1,6
"546","大斑刺魨",1,4
"547","大斑芫菁",1,4
"548","大斑苔蛾",2,4
"549","大斑馬",4,3
"550","大斑蝥",1,3
"551","大斑豬齒魚",1,5
"552","大斑雙尾蛾",1,5
"553","大棗",3,2
"554","大棘大眼鯒",3,5
"555","大棘星珊瑚",1,5
"556","大棘菊珊瑚",1,5
"557","大棘新角鮟鱇",1,6
"558","大棘銀鱸",1,4
"559","大棘鼬鳚",1,4
"560","大短趾百靈",2,5
"561","大窗螢",1,3
"562","大等鰓金龜",2,5
"563","大紫挾蝶",1,4
"564","大紫琉璃灰蝶",2,6
"565","大菜螟",3,3
"566","大黃三線蝶",1,5
"567","大黃色三線蝶",1,6
"568","大黃紋弄蝶",1,5
"569","大黃斑弄蝶",1,5
"570","大黃斑芫菁",1,5
"571","大黃斑普提魚",3,6
"572","大黃裙粉蝶",1,5
"573","大黃緣蜾蠃",1,5
"574","大黑白蟻",1,4
"575","大黑波紋灰蝶",1,6
"576","大黑星弄蝶",1,5
"577","大黑脊鷗",1,4
"578","大黑貓",2,3
"579","大黑糞金龜",2,5
"580","大黑蟻",1,3
"581","大圓菊珊瑚",1,5
"582","大溪菝葜",4,4
"583","大碓珊瑚",1,4
"584","大腳桶蘭",12,4
"585","大腹圓蛛",4,4
"586","大葉山扁豆",5,5
"587","大葉五加皮",2,5
"588","大葉羊蹄甲",2,5
"589","大葉金石榴",2,5
"590","大葉金星蕨",11,5
"591","大葉南洋杉",1,5
"592","大葉胡頹子",3,5
"593","大葉校櫟",1,4
"594","大葉桂櫻",8,4
"595","大葉馬兜鈴",4,5
"596","大葉假冷蕨",7,5
"597","大葉紫珠",1,4
"598","大葉黃楊斑蛾",1,6
"599","大葉榿寄生",3,5
"600","大葉廣東山葡萄",4,7
"601","大葉雞屎樹",3,5
"602","大葉雞納樹",2,5
"603","大葉鐵角蕨",4,5
"604","大葛藤",15,3
"605","大葦鶯",1,3
"606","大葵",1,2
"607","大賊鷗",1,3
"608","大鉛筆魚",2,4
"609","大實蕨",4,3
"610","大瑠琍紋鳳蝶",1,6
"611","大管鼻蝠",1,4
"612","大綠弄蝶",2,4
"613","大綠金龜",1,4
"614","大綠挵蝶",2,4
"615","大蒜潛隱病毒",2,6
"616","大蓋螯寄居蟹",1,6
"617","大蜚蠊",3,3
"618","大魁氏沼蝦",1,5
"619","大鳳頭燕鷗",5,5
"620","大鼻白眼鮫",2,5
"621","大嘴烏尾冬仔",7,6
"622","大嘴烏鴉",1,4
"623","大嘴鱷口鮃",2,5
"624","大瘤條金龜",1,5
"625","大盤短鮣",2,4
"626","大線蕨",53,3
"627","大蓮",26,2
"628","大蔗龜",1,3
"629","大衛蜣螂",2,4
"630","大衛糞球金龜",2,6
"631","大豬屎青",2,4
"632","大輪月桃",1,4
"633","大魣",5,2
"634","大壁虎",1,3
"635","大憨沙",1,3
"636","大憨煙",3,3
"637","大樺斑蝶",2,4
"638","大橫紋地膽",1,5
"639","大篩孔珊瑚",1,5
"640","大蕊萍",26,3
"641","大蕨苔變種",1,5
"642","大頭丁",10,3
"643","大頭山薑",3,4
"644","大頭尾鱔",2,4
"645","大頭狗母魚",3,5
"646","大頭花桿狗母",3,6
"647","大頭紅魴鮄",2,5
"648","大頭茶灰蝶",3,5
"649","大頭銀姑魚",2,5
"650","大頭蝦",1,3
"651","大頭點竹",1,4
"652","大頭麗蠅",1,4
"653","大頭鰱",2,3
"654","大檜苔",1,3
"655","大環挵蝶",1,4
"656","大螯仙",2,3
"657","大螳螂",1,3
"658","大還魂",5,3
"659","大點花",2,3
"660","大薸屬",1,3
"661","大藏波紋蛇目蝶",1,7
"662","大鯊條",3,3
"663","大鵑鵙",1,3
"664","大瀧粗棘鰕虎魚",1,7
"665","大羅灣草",6,4
"666","大類蘆",9,3
"667","大寶鏡鳳蝶",1,5
"668","大霸山蘭",1,4
"669","大鰜鮃",1,3
"670","大鰭三齒魨",1,5
"671","大彎嘴畫眉",4,5
"672","大彎嘴鶥",4,4
"673","大鱗凡塘鱧",3,5
"674","大鱗海豬魚",3,5
"675","大鱗巢蕨",2,4
"676","大鱗梅茨魚",3,5
"677","大鱗細鯿",3,4
"678","大鱗麥氏鯿",3,5
"679","大鱗黃鯝魚",3,5
"680","大鱗新燈籠魚",2,6
"681","大鱗鋸鱗魚",1,5
"682","大鱗龜鮻",7,4
"683","大鱗鱎",3,3
"684","大鱗鱗鯒",2,4
"685","大鱗鸚鯛",5,4
"686","大鸕鷀",2,3
"687","女竹",16,2
"688","子午蓮",1,3
"689","子陵吻鰕虎魚",2,6
"690","子鱭",4,2
"691","小一文字蝶",2,5
"692","小三目蝶",2,4
"693","小三趾鶉",1,4
"694","小三線蛺蝶",3,5
"695","小三線蝶",3,4
"696","小口小石苔",15,5
"697","小口沙條鮫",3,5
"698","小口擬鰕虎魚",3,6
"699","小小灰蝶",2,4
"700","小山艾",5,3
"701","小山蕍菜",4,4
"702","小丑石鱸",1,4
"703","小丑武士",3,4
"704","小丑砲彈",2,4
"705","小丑魚",5,3
"706","小丑蟑螂",3,4
"707","小公魚",1,3
"708","小天南星",10,4
"709","小太平鳥",1,4
"710","小巴",1,2
"711","小毛蕨",10,3
"712","小水鴨",1,3
"713","小水鴨(指名亞種)",2,7
"714","小水鴨(美洲亞種)",1,7
"715","小水鴨指名亞種",2,7
"716","小水鷚",1,3
"717","小火蟻",1,3
"718","小凸額脊沫蟬",1,6
"719","小台彩麗金龜",1,6
"720","小台灣扇角金龜",1,7
"721","小田雞",1,3
"722","小田鷸",1,3
"723","小白波灰蝶",2,5
"724","小白波紋小灰蝶",2,7
"725","小白紋黑斑蛾",2,6
"726","小白酒草",5,4
"727","小石積",3,3
"728","小穴蟎屬",1,4
"729","小仰椿象",1,4
"730","小光高梁",1,4
"731","小尖耳螺",1,4
"732","小汕冷仔",2,4
"733","小污斑螳",1,4
"734","小米辣",1,3
"735","小虫穴蟎屬",1,5
"736","小虫昌蝸牛",1,5
"737","小西氏石櫟",3,5
"738","小西氏杜鵑",3,5
"739","小西氏芋",2,4
"740","小串",3,2
"741","小壯植潛蠅",1,5
"742","小杉葉石松",5,5
"743","小杉蘭",5,3
"744","小杜鵑蘭屬",1,5
"745","小刺鬚虎天牛",1,6
"746","小垂枝石松",4,5
"747","小弧斑姬蛙",1,5
"748","小波紋蛇目蝶",1,6
"749","小肩斑銀腹蛛",5,6
"750","小芫花",1,3
"751","小花山小橘",1,5
"752","小花羊耳蘭",1,5
"753","小花尨牛兒苗",34,6
"754","小花松螺",1,4
"755","小花粗葉木",5,5
"756","小花紫薇",1,4
"757","小花鱸",5,3
"758","小芽孢耳蕨",3,5
"759","小芽苞耳蕨",3,5
"760","小芽棘孔珊瑚",1,6
"761","小虎鶇",2,3
"762","小金梅草",4,4
"763","小金櫻",6,3
"764","小長喙天蛾",1,5
"765","小長棘鯛",1,4
"766","小青苔",8,3
"767","小青斑蝶",2,4
"768","小青腳鷸",1,4
"769","小青鳳蝶",1,4
"770","小青龍",1,3
"771","小厚角金龜",1,5
"772","小型小灰蝶",1,5
"773","小型虎頭蜂",1,5
"774","小型細翅挵蝶",1,6
"775","小星弄蝶",1,4
"776","小星鴨腳木",1,5
"777","小柱蘭屬",1,4
"778","小洋蔥螺",2,4
"779","小秋沙",2,3
"780","小紅毛苔",3,4
"781","小紅弩螢",1,4
"782","小紅肩黑花天牛",3,7
"783","小紅參",16,3
"784","小紅軟鑽仔",2,5
"785","小紅點粉蝶",1,5
"786","小紅蟻",1,3
"787","小苦草",3,3
"788","小苦蕒屬",1,4
"789","小軍艦鳥",2,4
"790","小風蘭",2,3
"791","小飛揚草",11,4
"792","小飛蓬",5,3
"793","小倩豆丁",1,4
"794","小唇蘭屬",1,4
"795","小埔里小灰蝶",5,6
"796","小姬蛙",4,3
"797","小娘子",1,3
"798","小島氏細櫛角蟲",1,7
"799","小悅目蛛",1,4
"800","小桂葉黃梅",1,5
"801","小桑樹",17,3
"802","小海神蛤",1,4
"803","小海魴",3,3
"804","小海鱟",1,3
"805","小烏",9,2
"806","小烏小灰蝶",2,5
"807","小狸藻",1,3
"808","小紋青帶鳳蝶",3,6
"809","小紋淡青斑蝶",4,6
"810","小紋褐弄蝶",4,5
"811","小紙莎草",6,4
"812","小高鰭刺尾魚",4,6
"813","小鬼蘭",7,3
"814","小堇菜",2,3
"815","小梗木薑子",5,5
"816","小梣葉懸鉤子",5,6
"817","小梯葉金星蕨",7,6
"818","小眼深海青眼魚",2,7
"819","小眼犁頭鰩",1,5
"820","小眼魟",2,3
"821","小眼蝶",2,3
"822","小眼鱚",1,3
"823","小笠原鈍塘鱧",1,6
"824","小笠原靈芝",2,5
"825","小粒天牛",1,4
"826","小蛇目蝶",1,4
"827","小軟刺藻",2,4
"828","小透翅斑蝶",1,5
"829","小陰地蕨屬",1,5
"830","小雀屏珊瑚",1,5
"831","小雀斑龍蝨",1,5
"832","小雪球",1,3
"833","小鹿角蘭",2,4
"834","小鹿霍",2,3
"835","小單帶蛺蝶",2,5
"836","小單環眉眼蝶",1,6
"837","小斑里白灰蝶",2,6
"838","小斑亞四目綠尺蛾",1,8
"839","小斑芫菁",1,4
"840","小斑深海康吉鰻",2,7
"841","小棘真三棱箱魨",2,7
"842","小棘菊珊瑚",1,5
"843","小窗蠶蛾",1,4
"844","小絲蝽象",1,4
"845","小菊珊瑚",1,4
"846","小菘菜",6,3
"847","小菱蝸牛",1,4
"848","小雲雀(本島亞種)",2,7
"849","小雲雀(澎湖亞種)",2,7
"850","小雲雀本島亞種",2,7
"851","小雲雀澎湖亞種",2,7
"852","小鲃屬",1,3
"853","小黃瓜",2,3
"854","小黃星挵蝶",2,5
"855","小黃家蟻",1,4
"856","小黃斑弄蝶",4,5
"857","小黃嘴雀",2,4
"858","小黃蝠",1,3
"859","小黃鰭鮪",3,4
"860","小黑波紋灰蝶",4,6
"861","小黑花天牛",1,5
"862","小黑斑蛾",1,4
"863","小黑斑鳳蝶",1,5
"864","小黑蟻",1,3
"865","小圓結構病毒",5,6
"866","小楤葉懸鉤子",2,6
"867","小腳桶蘭",6,4
"868","小葉灰翟",2,4
"869","小葉灰藋",2,4
"870","小葉肺形草",3,5
"871","小葉厚殼樹",1,5
"872","小葉胡麻草",3,5
"873","小葉唐松草",1,5
"874","小葉栒子",3,4
"875","小葉桃花心木",2,6
"876","小葉臭魚木",4,5
"877","小葉細菊珊瑚",1,6
"878","小葉黑面神",12,5
"879","小葉葛藤",4,4
"880","小葉膜蕨",6,4
"881","小葉樹灰苔",1,5
"882","小葉蹄蓋蕨",1,5
"883","小葉繁縷",2,4
"884","小葉藎草",14,4
"885","小葉雞納樹",1,5
"886","小葉藤榕",2,4
"887","小葉懸鉤子",2,5
"888","小葉鐵大烏",1,5
"889","小葉鐵線蓮",2,5
"890","小零餘子草",3,5
"891","小飴色天牛",1,5
"892","小窩病毒屬",1,5
